uniqueid,assignmentid,workerid,hitid,ipaddress,browser,platform,language,cond,counterbalance,codeversion,beginhit,beginexp,endhit,bonus,status,datastring
A3KGVFWL3DFLCU:374TNBHA8BVVF6UV0CNFGFNLJ2YYQJ,374TNBHA8BVVF6UV0CNFGFNLJ2YYQJ,A3KGVFWL3DFLCU,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 22:20:18.064821,,2015-12-03 22:32:02.76331,0,101,
A3QSPK06FA1BYZ:37Z929RLG98BB0AEIAPL3YA7MKBTSG,37Z929RLG98BB0AEIAPL3YA7MKBTSG,A3QSPK06FA1BYZ,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 22:24:44.532076,,2015-12-01 22:33:10.249376,0,101,
A19ZWBQT8A3LIR:3TPWUS5F891NW0PCGT4WBDDO4BCWCK,3TPWUS5F891NW0PCGT4WBDDO4BCWCK,A19ZWBQT8A3LIR,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 23:38:10.830471,,2015-12-01 23:49:32.392326,0,101,
A36D5AHXGOXJE4:34MAJL3QP4NNAYA9DUNCNIQ3E5W434,34MAJL3QP4NNAYA9DUNCNIQ3E5W434,A36D5AHXGOXJE4,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 22:22:09.840653,,2015-12-01 22:35:17.345729,0,101,
A9HPGEQ1R2AGR:33CID57104TJ86HUJMMT9ZSE0VH3LU,33CID57104TJ86HUJMMT9ZSE0VH3LU,A9HPGEQ1R2AGR,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 22:11:25.792844,,2015-12-03 22:30:27.281766,0,101,
A26PU0JBXG5OP:32VNZTT0A74FT0VBOKO85GTJKNAR41,32VNZTT0A74FT0VBOKO85GTJKNAR41,A26PU0JBXG5OP,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 01:10:22.946804,,2015-12-04 01:21:52.495769,0,101,
A1HTIP6ZI9TJU2:3DR23U6WE5EA1H5WHF5GEH6SLT7TEK,3DR23U6WE5EA1H5WHF5GEH6SLT7TEK,A1HTIP6ZI9TJU2,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 23:51:22.493729,,2015-12-02 00:00:11.218718,0,101,
A2G9IEVL1RA14V:32ZKVD547FN7VXVIS9XZVWW9O12B3E,32ZKVD547FN7VXVIS9XZVWW9O12B3E,A2G9IEVL1RA14V,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 22:16:28.085799,,2015-12-03 22:26:01.77499,0,102,
A2I2L0WL1UTLTM:3JBT3HLQF82AKK3LWLA9UH6DK0VPZP,3JBT3HLQF82AKK3LWLA9UH6DK0VPZP,A2I2L0WL1UTLTM,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 02:50:02.788603,,,0,103,
AKHJVJPX8SBU8:33TIN5LC04APN7D9JACTUKXW92SY9V,33TIN5LC04APN7D9JACTUKXW92SY9V,AKHJVJPX8SBU8,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 20:57:16.559486,,2015-12-03 21:07:36.176859,0,101,
A3LKJENHEI94WC:3ZR9AIQJUB9RT6BCU75TLKSWBX2407,3ZR9AIQJUB9RT6BCU75TLKSWBX2407,A3LKJENHEI94WC,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 22:15:29.89436,,2015-12-03 22:26:53.054025,0,102,
A9ZN7TS102TXU:3IRIK4HM3AKP2LA6PBRSDJEBGD3C6R,3IRIK4HM3AKP2LA6PBRSDJEBGD3C6R,A9ZN7TS102TXU,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 20:59:05.187828,,2015-12-03 21:16:12.327481,0,101,
A1HYJOY45XDU41:3T111IHZ5EQGQ61N5FKZMO4Z6FG9R7,3T111IHZ5EQGQ61N5FKZMO4Z6FG9R7,A1HYJOY45XDU41,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 22:27:56.819108,,2015-12-03 22:41:57.618236,0,101,
A3SCQXIYJUKPZ:374TNBHA8BVVF6UV0CNFGFNLJ2YQYB,374TNBHA8BVVF6UV0CNFGFNLJ2YQYB,A3SCQXIYJUKPZ,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 22:16:10.352221,,2015-12-03 22:30:07.633081,0,101,
A3BPTARPGHYU1N:3V5Q80FXIXRD7KVM9G4OU3T5UVZ32E,3V5Q80FXIXRD7KVM9G4OU3T5UVZ32E,A3BPTARPGHYU1N,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 01:15:35.48739,,2015-12-04 01:24:30.648989,0,101,
AEO0V5YZXW3VD:37FMASSAYCRML0D1DC4MZ2YY7JDIBZ,37FMASSAYCRML0D1DC4MZ2YY7JDIBZ,AEO0V5YZXW3VD,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 02:27:47.199363,,2015-12-04 02:39:20.817747,0,101,
APTXR7H7YJHJ4:3LYA37P8IQNDRV3PDFPYCIDB0OEKBR,3LYA37P8IQNDRV3PDFPYCIDB0OEKBR,APTXR7H7YJHJ4,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 05:59:23.463335,,2015-12-04 06:16:15.089285,0,101,
A2VSQ66VCQA6O:3FTF2T8WLRILY2I949U59NCGYU8W9A,3FTF2T8WLRILY2I949U59NCGYU8W9A,A2VSQ66VCQA6O,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 02:43:33.60186,,2015-12-04 02:59:19.705637,0,101,
A38430CKSXSBLI:32KTQ2V7RDFPTQOV07OI0PAP0SQM95,32KTQ2V7RDFPTQOV07OI0PAP0SQM95,A38430CKSXSBLI,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 01:19:12.016124,,2015-12-04 01:33:06.862138,0,101,
A22IN9UWIJOF2C:3FIUS151DV24GQFH3AWXF1CF8JEGGN,3FIUS151DV24GQFH3AWXF1CF8JEGGN,A22IN9UWIJOF2C,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 02:33:48.507142,,2015-12-04 02:45:25.079001,0,101,
A3VZC5WT67A6OS:32XVDSJFPZXET63WFY93Q22BVNTM2T,32XVDSJFPZXET63WFY93Q22BVNTM2T,A3VZC5WT67A6OS,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 05:20:41.056574,,2015-12-04 05:34:42.044464,0,101,
A1ICEHLHW6JNN1:3SITXWYCNV9JBV2WCY4N2CLDWXRBX5,3SITXWYCNV9JBV2WCY4N2CLDWXRBX5,A1ICEHLHW6JNN1,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 05:24:16.153149,,2015-12-04 05:35:43.886461,0,101,
A1T34HA3K5XZGV:31IBVUNM9SZHKN9HHLP1XHFDVKGFVT,31IBVUNM9SZHKN9HHLP1XHFDVKGFVT,A1T34HA3K5XZGV,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 06:49:48.075617,,2015-12-04 06:57:29.105897,0,102,
A1N84E64VEYY22:3HFNH7HEMHEVTF9V66199FGHF71QG9,3HFNH7HEMHEVTF9V66199FGHF71QG9,A1N84E64VEYY22,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 06:52:20.723601,,2015-12-04 07:07:24.931303,0,102,
A3NOLMF5YLU8MT:3R9WASFE2ZGYT7ERIIE4INS9JVNFZU,3R9WASFE2ZGYT7ERIIE4INS9JVNFZU,A3NOLMF5YLU8MT,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 07:15:08.702277,,2015-12-04 07:28:41.215557,0,101,
A1TWZEOYQV4LGI:351SEKWQS0H1WG1CCNTKMLTFSEPDM0,351SEKWQS0H1WG1CCNTKMLTFSEPDM0,A1TWZEOYQV4LGI,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 07:35:15.165495,,2015-12-04 07:46:07.621986,0,101,
A1IM8G6UNAGQ7S:3PW9OPU9PQKHXHH7MCQ56AE8XC721A,3PW9OPU9PQKHXHH7MCQ56AE8XC721A,A1IM8G6UNAGQ7S,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 08:01:29.377223,,,0,104,
A3S7JKTYDFADOJ:3S96KQ6I9M459BRWLKUW8ZO7MMRDT7,3S96KQ6I9M459BRWLKUW8ZO7MMRDT7,A3S7JKTYDFADOJ,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 10:48:21.414879,,,0,103,
A15MT6ZXRBN8Y6:3634BBTX0OUCYHPHIEQIISPJMDYIF2,3634BBTX0OUCYHPHIEQIISPJMDYIF2,A15MT6ZXRBN8Y6,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 20:27:13.236908,,2015-12-01 20:42:53.393953,0,101,
A4T1X0PO5N1G9:3Q5ZZ9ZEVOFR7EKF3G1IJR4SUNC58V,3Q5ZZ9ZEVOFR7EKF3G1IJR4SUNC58V,A4T1X0PO5N1G9,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 18:14:12.204178,,2015-12-01 18:25:44.38488,0,101,
A1T56P6L5730HG:3WOKGM4L71GVXZLUDRK2ZIY1SK40O7,3WOKGM4L71GVXZLUDRK2ZIY1SK40O7,A1T56P6L5730HG,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 18:11:01.049855,,2015-12-01 18:27:45.34706,0,101,
A13TFZTDF48KI2:3WMINLGALB3QPNM9FO84TOGXCSXCAD,3WMINLGALB3QPNM9FO84TOGXCSXCAD,A13TFZTDF48KI2,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 18:15:07.888312,,2015-12-01 18:29:56.328913,0,102,
ADQ27JG7OMACZ:32Z9ZLUT1LK68ZRQBZRN5AXIE19OH0,32Z9ZLUT1LK68ZRQBZRN5AXIE19OH0,ADQ27JG7OMACZ,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 19:40:45.124164,,2015-12-01 19:50:11.534836,0,101,
A3GM78FCDY293T:32N49TQG3GIMOWS96539JG4MXZFVAX,32N49TQG3GIMOWS96539JG4MXZFVAX,A3GM78FCDY293T,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 19:40:30.755867,,,0,103,
A377LTGWJKY2IW:39KFRKBFINVSUUHFLZVBRASL41GYOB,39KFRKBFINVSUUHFLZVBRASL41GYOB,A377LTGWJKY2IW,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 22:15:12.225267,,2015-12-03 22:29:52.813805,0,105,
A3FRKRVYVXJ5L1:32SVAV9L3F92CNQQMVX30LC36FS3AE,32SVAV9L3F92CNQQMVX30LC36FS3AE,A3FRKRVYVXJ5L1,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 22:11:57.26273,,2015-12-01 22:23:03.663974,0,101,
A224B7BAQ0MZSN:3RGU30DZTA8EZ214MJFVPJOSWT5MJV,3RGU30DZTA8EZ214MJFVPJOSWT5MJV,A224B7BAQ0MZSN,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 23:09:48.563038,,2015-12-01 23:23:31.427104,0,102,
AZVHR847NQRU:3A9AA95ATWMCD6JWPX3T5DZIJXIP55,3A9AA95ATWMCD6JWPX3T5DZIJXIP55,AZVHR847NQRU,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 22:07:48.131708,,2015-12-01 22:25:38.868704,0,101,
A25JU9QH52Q850:35K3O9HUABD0ICNVMV0RXDRRUKUFET,35K3O9HUABD0ICNVMV0RXDRRUKUFET,A25JU9QH52Q850,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 22:08:22.910474,,2015-12-01 22:27:02.916439,0,101,
A1MDMWZH08R3TI:3ZSY5X72NXBJXT5T743HJEZO1ACRO5,3ZSY5X72NXBJXT5T743HJEZO1ACRO5,A1MDMWZH08R3TI,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 22:18:35.419118,,2015-12-01 22:29:25.180721,0,101,
A1E1C9ENQSNSCJ:3CN4LGXD5XOOQ17X2FG2DCMGN6V4YE,3CN4LGXD5XOOQ17X2FG2DCMGN6V4YE,A1E1C9ENQSNSCJ,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 23:38:29.887832,,2015-12-01 23:50:22.641613,0,101,
AJAGTWUYF1YLX:3H7XDTSHKCR0DC5HIF0F14Y338OWGP,3H7XDTSHKCR0DC5HIF0F14Y338OWGP,AJAGTWUYF1YLX,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 09:46:20.25851,,2015-12-04 09:55:45.902401,0,101,
A154FGTT7HQJV7:35DR22AR5DKE80YJX5PHKTN17063XN,35DR22AR5DKE80YJX5PHKTN17063XN,A154FGTT7HQJV7,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 23:41:12.102495,,2015-12-01 23:52:45.710772,0,101,
A39NWAFOYGDIP:31LVTDXBL7ABR82WUCNPRXVU7AJRLB,31LVTDXBL7ABR82WUCNPRXVU7AJRLB,A39NWAFOYGDIP,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 05:20:51.979391,,2015-12-04 05:46:19.978756,0,101,
A3QUWIT972BYUH:3JBT3HLQF82AKK3LWLA9UH6DK0NZPR,3JBT3HLQF82AKK3LWLA9UH6DK0NZPR,A3QUWIT972BYUH,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 01:12:50.41933,,2015-12-04 01:26:45.901256,0,101,
A39Q4SNT7SRK94:3O6CYIULED1JIU6C2KPW5JZUBBLUWU,3O6CYIULED1JIU6C2KPW5JZUBBLUWU,A39Q4SNT7SRK94,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 23:49:56.619005,,2015-12-01 23:56:34.543051,0,102,
A39K9RKR1YHQOR:308Q0PEVB8D3X7Y4FSQQ8W38JFC9IA,308Q0PEVB8D3X7Y4FSQQ8W38JFC9IA,A39K9RKR1YHQOR,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 23:43:37.436217,,,0,104,
A1TQNP68E191GE:37WLF8U1WPQ7LJMUHO8Q12RJLMC6KY,37WLF8U1WPQ7LJMUHO8Q12RJLMC6KY,A1TQNP68E191GE,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 20:57:20.772948,,,0,103,
A2H3RZ0D12FHVI:3X4JMASXCM9BE5WL9MFGTYY2MQBB0F,3X4JMASXCM9BE5WL9MFGTYY2MQBB0F,A2H3RZ0D12FHVI,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 06:52:59.407004,,2015-12-04 07:03:57.875793,0,102,
AF9NG1PF59D1U:3WMOAN2SRBXT8FMYF98E5MOMWA7VNI,3WMOAN2SRBXT8FMYF98E5MOMWA7VNI,AF9NG1PF59D1U,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 20:59:32.01039,,2015-12-03 21:09:10.67522,0,102,
A2CJIOYY72LMTH:3TPZPLC3M0C9ZRWSBEF0QG1Y55I3PS,3TPZPLC3M0C9ZRWSBEF0QG1Y55I3PS,A2CJIOYY72LMTH,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 22:11:43.79254,,,0,103,
A27YJ0L7WMD5G4:3H0W84IWBK2XL2S4DQ0LE25AYDKERD,3H0W84IWBK2XL2S4DQ0LE25AYDKERD,A27YJ0L7WMD5G4,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 05:38:43.254075,,2015-12-04 05:50:49.880769,0,101,
A38ZV8LBZ034IZ:3RANCT1ZVFHRUR817TT0I5M91EVBUV,3RANCT1ZVFHRUR817TT0I5M91EVBUV,A38ZV8LBZ034IZ,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 01:14:37.970927,,2015-12-04 01:33:34.845561,0,101,
A2EUDAFP8AUSXY:34Q075JO1XDA17ET7PMRNMLT0EF01G,34Q075JO1XDA17ET7PMRNMLT0EF01G,A2EUDAFP8AUSXY,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 05:34:53.237235,,,0,104,
A4E1UYPDHE8D8:3PMBY0YE273CK4C4NIU4XT5D6ELC9C,3PMBY0YE273CK4C4NIU4XT5D6ELC9C,A4E1UYPDHE8D8,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 01:17:11.085001,,2015-12-04 01:39:40.865275,0,101,
AO0R2ALH9IZD1:3PJ71Z61R42SX1267L5KGXMM2HZ91O,3PJ71Z61R42SX1267L5KGXMM2HZ91O,AO0R2ALH9IZD1,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 02:17:38.311723,,2015-12-04 02:29:28.966841,0,101,
A1EHERSHAH0WRB:3R2UR8A0IAG3UPR5G3998WLC3WFOXR,3R2UR8A0IAG3UPR5G3998WLC3WFOXR,A1EHERSHAH0WRB,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 07:06:32.096113,,2015-12-04 07:15:30.001571,0,102,
A14395IM8ET52O:35DR22AR5DKE80YJX5PHKTN185G3X8,35DR22AR5DKE80YJX5PHKTN185G3X8,A14395IM8ET52O,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 05:55:47.670349,,2015-12-04 06:11:13.710288,0,101,
A23C0K84LJ5ZV3:3VJ40NV2QINWD8ILBT8CJT06Q0STOE,3VJ40NV2QINWD8ILBT8CJT06Q0STOE,A23C0K84LJ5ZV3,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 07:16:23.244164,,2015-12-04 07:26:51.540376,0,101,
A55CBMVO1ON8Z:3R6P78PK7KB8LV1NNAV4EKR4ZE0GTD,3R6P78PK7KB8LV1NNAV4EKR4ZE0GTD,A55CBMVO1ON8Z,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 06:56:43.312976,,2015-12-04 07:07:13.319527,0,101,
A1JL8N1PWIFDH2:3EICBYG644W1QGPD9ULHMNJG3KKJC4,3EICBYG644W1QGPD9ULHMNJG3KKJC4,A1JL8N1PWIFDH2,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 08:30:47.885417,,2015-12-04 08:41:45.963946,0,101,
A2GNS8YQ7S233F:3EICBYG644W1QGPD9ULHMNJG3KICJV,3EICBYG644W1QGPD9ULHMNJG3KICJV,A2GNS8YQ7S233F,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 07:07:57.801347,,2015-12-04 07:22:07.816759,0,101,
A1S88VQY8G8CNC:3PEIJLRY6TTBZY077P0JPQYY6YGXWE,3PEIJLRY6TTBZY077P0JPQYY6YGXWE,A1S88VQY8G8CNC,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 08:24:47.450695,,2015-12-04 08:35:40.781995,0,101,
A18SKQQO9GORZQ:3DI28L7YXAE9SXTNFWL68BNXUF0E1R,3DI28L7YXAE9SXTNFWL68BNXUF0E1R,A18SKQQO9GORZQ,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 09:55:00.319582,,2015-12-04 10:12:23.849607,0,101,
A22J8MG7A1IOHN:3KXIR214I4GYPGEQ9U9748LB9WK42S,3KXIR214I4GYPGEQ9U9748LB9WK42S,A22J8MG7A1IOHN,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 10:09:11.23477,,2015-12-04 10:20:28.143749,0,101,
A31923WGY2L8K5:3EA3QWIZ4IVMHM7IDYV7ZW4KERZITE,3EA3QWIZ4IVMHM7IDYV7ZW4KERZITE,A31923WGY2L8K5,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 10:48:09.440709,,,0,103,
A18Z9V2YHBMRA6:34S6N1K2ZVJY2EOTY7BVDTTOK1XHLG,34S6N1K2ZVJY2EOTY7BVDTTOK1XHLG,A18Z9V2YHBMRA6,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 10:34:25.857429,,2015-12-04 10:46:18.130398,0,101,
A3PJYB662CA3XU:3MHW492WW0DNQX1Y38TES7ZMSLYVMM,3MHW492WW0DNQX1Y38TES7ZMSLYVMM,A3PJYB662CA3XU,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 11:10:35.401831,,2015-12-04 11:22:05.366601,0,101,
ARSKGAC1997RL:33CKWXB73JKA8WZB38QR1R4341011O,33CKWXB73JKA8WZB38QR1R4341011O,ARSKGAC1997RL,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 18:14:19.606429,,2015-12-01 18:26:18.986783,0,101,
A33B85TN97HQ33:3F6KKYWMNB17EYMCOO8KZ0IFWZ7ND7,3F6KKYWMNB17EYMCOO8KZ0IFWZ7ND7,A33B85TN97HQ33,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 18:02:09.786201,,2015-12-01 18:11:25.261968,0,101,
A2EEQCYN0X27M1:3DEL4X4EL6LFO3V7MQI7ANJEG1OYXB,3DEL4X4EL6LFO3V7MQI7ANJEG1OYXB,A2EEQCYN0X27M1,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 18:02:40.76753,,2015-12-01 18:12:40.688654,0,101,
A329D786LZACUI:31LM9EDVOLSKHKM4YKUV2YDS1J5NJM,31LM9EDVOLSKHKM4YKUV2YDS1J5NJM,A329D786LZACUI,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 18:13:36.622427,,2015-12-01 18:25:55.0905,0,101,
A3R93USM8Z5CON:3KGTPGBS6XLX6E85O00PHCJ574CU2Y,3KGTPGBS6XLX6E85O00PHCJ574CU2Y,A3R93USM8Z5CON,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 18:06:10.464961,,2015-12-01 18:18:40.188665,0,101,
A3P04F29GGBM3E:3L4D84MILZSS7O0TVMZIXEGWF7ZHJA,3L4D84MILZSS7O0TVMZIXEGWF7ZHJA,A3P04F29GGBM3E,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 19:40:42.432826,,,0,104,
AGN9KSJLLFK1U:3VJ40NV2QINWD8ILBT8CJT06PV1OT7,3VJ40NV2QINWD8ILBT8CJT06PV1OT7,AGN9KSJLLFK1U,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 18:15:46.816798,,2015-12-01 18:27:49.669455,0,101,
A42UZIPIKDFI5:36WLNQG78ZAA5VBFHTEVEN06FMVEB3,36WLNQG78ZAA5VBFHTEVEN06FMVEB3,A42UZIPIKDFI5,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 18:11:41.354407,,2015-12-01 18:23:52.574055,0,101,
A2VJ3QTU257TT8:3JBT3HLQF82AKK3LWLA9UH6DKWJZPF,3JBT3HLQF82AKK3LWLA9UH6DKWJZPF,A2VJ3QTU257TT8,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 18:11:20.297508,,2015-12-01 18:22:00.361092,0,102,
ASJSRTPWPGMVW:3WRFBPLXRAO9W6KFVZ28MRW35MJN3A,3WRFBPLXRAO9W6KFVZ28MRW35MJN3A,ASJSRTPWPGMVW,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 18:11:10.28252,,2015-12-01 18:32:40.958336,0,101,
A1ZMUJYLW8MZ0:33F859I566DMP52H7UM1ZQXJ72SBHL,33F859I566DMP52H7UM1ZQXJ72SBHL,A1ZMUJYLW8MZ0,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 20:43:07.467116,,2015-12-01 20:58:38.519293,0,101,
A34BX72ZUITSW3:3137ONMDKG56WCJQXF69FYR3V3KGER,3137ONMDKG56WCJQXF69FYR3V3KGER,A34BX72ZUITSW3,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-03 22:18:59.653315,,2015-12-03 22:35:01.974828,0,101,
A39KXU2B7L9MAC:333U7HK6I9FBV8VR9QGS6T1YNFBJD8,333U7HK6I9FBV8VR9QGS6T1YNFBJD8,A39KXU2B7L9MAC,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 22:07:53.309943,,2015-12-01 22:19:58.392412,0,102,
A19WXS1CLVLEEX:3OJSZ2ATDSWN70FWTB9C5R8XJ36578,3OJSZ2ATDSWN70FWTB9C5R8XJ36578,A19WXS1CLVLEEX,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 18:13:31.791732,,2015-12-01 18:25:33.387997,0,101,
A3ROI7SRC1SG2K:3TR2532VIPUCAZGCZ38E0NR66TQJ6I,3TR2532VIPUCAZGCZ38E0NR66TQJ6I,A3ROI7SRC1SG2K,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 23:11:55.628122,,2015-12-01 23:24:35.628562,0,101,
AWTE7HUCZGTA0:3SB5N7Y3O3475M4WP87UU9PZ1YJG06,3SB5N7Y3O3475M4WP87UU9PZ1YJG06,AWTE7HUCZGTA0,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 22:27:35.576938,,2015-12-01 22:48:01.874117,0,101,
A2YUW009F4YWM:3AWETUDC92SI3YGHJQKPLK51YM0IZ6,3AWETUDC92SI3YGHJQKPLK51YM0IZ6,A2YUW009F4YWM,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-04 02:30:45.164322,,2015-12-04 02:46:46.194124,0,101,
A1FKZ2HY4XKMG1:3GU1KF0O4I1E2M05Q7U68ZZATTABPY,3GU1KF0O4I1E2M05Q7U68ZZATTABPY,A1FKZ2HY4XKMG1,3WKGUBL7SZM13I24TXMAUKPXBLAL4P,,,,,,,1.0,2015-12-01 23:38:44.545038,,2015-12-01 23:49:23.837619,0,102,
